Key,Faculty,Department,Program,Level,Degree,Course code,Course number,Title,Description,Metadata,Type,Website
FFA_544,FFA,Contemporary Dance,Contemporary Dance,Undergraduate,Bachelor,DANC,420,Choreography II,"Building on initial research carried out in DANC 320, further exploration is conducted into the use of technology within the choreographic process as well as an examination of the role that it plays in all aspects of production.",Artistic performances/exhibits;Laboratory/Clinics,Course-integrated,
FFA_664,FFA,Studio Arts,Ceramics,Undergraduate,Bachelor,CERA,201,Introduction to Ceramics,"An introduction to clay as an art medium employing the various techniques of forming, shaping, and decorating for firing and glazing.",Hands-on workshops;Laboratory/Clinics;Artistic performances/exhibits,Course-integrated,
FFA_665,FFA,Studio Arts,Ceramics,Undergraduate,Bachelor,CERA,230,Ceramics I ,"An introduction to clay as an art medium employing the various techniques of forming, shaping, and decorating for firing and glazing.",Hands-on workshops;Laboratory/Clinics;Artistic performances/exhibits,Course-integrated,
FFA_666,FFA,Studio Arts,Ceramics,Undergraduate,Bachelor,CERA,330,Ceramics II ,An advanced course in technical and historical research in various ceramic processes with an emphasis on glazes and the use of different clay bodies.,Hands-on workshops;Laboratory/Clinics;Artistic performances/exhibits,Course-integrated,
FFA_667,FFA,Studio Arts,Ceramics,Undergraduate,Bachelor,CERA,391,Urban Clay,This course expands the way ceramics can be experienced in relation to the city through the production of public artworks.,Hands-on workshops;Laboratory/Clinics;Real-world project/assignment,Course-integrated;Community-based;,
FFA_668,FFA,Studio Arts,Ceramics,Undergraduate,Bachelor,CERA,392,Surface Tension,"This course involves an in‑depth study of the ceramic surface including print and transfer techniques, and layering glaze through multiple firings. ",Hands-on workshops;Laboratory/Clinics;Artistic performances/exhibits,Course-integrated,
FFA_669,FFA,Studio Arts,Ceramics,Undergraduate,Bachelor,CERA,398,Special Topics in Ceramics,"A workshop/seminar, providing an opportunity for the study of specialized aspects of ceramics. ",Hands-on workshops;Laboratory/Clinics;Artistic performances/exhibits,Course-integrated,
FFA_670,FFA,Studio Arts,Ceramics,Undergraduate,Bachelor,CERA,399,Special Topics in Ceramics,A workshop/seminar course providing an opportunity for the study of specialized aspects in ceramics.,Hands-on workshops;Laboratory/Clinics;Artistic performances/exhibits,Course-integrated,
FFA_671,FFA,Studio Arts,Ceramics,Undergraduate,Bachelor,CERA,430,Ceramics III,The development of a body of personal work and a refinement of specific problems in clay.,Laboratory/Clinics;Capstone project,Course-integrated,
FFA_672,FFA,Studio Arts,Ceramics,Undergraduate,Bachelor,CERA,450,Independent Study,This course provides a limited number of students the opportunity to pursue advanced studies in ceramics under the supervision of a full‑time ceramics faculty member.,Practica;Laboratory/Clinics;Artistic performances/exhibits,Course-integrated,
FFA_673,FFA,Studio Arts,Ceramics,Undergraduate,Bachelor,CERA,451,Independent Study I,This course provides a limited number of students the opportunity to pursue advanced studies in ceramics under the supervision of a full‑time ceramics faculty member.,Practica;Laboratory/Clinics;Artistic performances/exhibits,Course-integrated,
FFA_674,FFA,Studio Arts,Ceramics,Undergraduate,Bachelor,CERA,452,Independent Study II,This course provides a limited number of students the opportunity to pursue advanced studies in ceramics under the supervision of a full‑time ceramics faculty member.,Practica;Laboratory/Clinics;Artistic performances/exhibits,Course-integrated,
FFA_675,FFA,Studio Arts,Ceramics,Undergraduate,Bachelor,CERA,498,Special Topics in Ceramics,An advanced studio course that provides an opportunity for the study of more specialized aspects of ceramics.,Hands-on workshops;Laboratory/Clinics;Artistic performances/exhibits,Course-integrated,
FFA_676,FFA,Studio Arts,Ceramics,Undergraduate,Bachelor,CERA,499,Special Topics in Ceramics,An advanced studio course which provides an opportunity for the study of more specialized aspects of ceramics.,Hands-on workshops;Laboratory/Clinics;Artistic performances/exhibits,Course-integrated,
FFA_174,FFA,Studio Arts,Art Studio,Undergraduate,Bachelor,ARTX,280,Integrated Studio in Contemporary Art Practices I,Studio course,Hands-on workshops;Laboratory/Clinics;Artistic performances/exhibits,Course-integrated,
FFA_175,FFA,Studio Arts,Art Studio,Undergraduate,Bachelor,ARTX,380,Intermediate Integrated Studio in Contemporary Art Practices,Studio course,Hands-on workshops;Laboratory/Clinics;Artistic performances/exhibits,Course-integrated,
FFA_176,FFA,Studio Arts,Art Studio,Undergraduate,Bachelor,ARTX,398,Special Topics in Contemporary Studio Arts Practice,Studio course,Hands-on workshops;Laboratory/Clinics;Artistic performances/exhibits,Course-integrated,
FFA_177,FFA,Studio Arts,Art Studio,Undergraduate,Bachelor,ARTX,399,Special Topics in Contemporary Studio Arts Practice,Studio course,Hands-on workshops;Laboratory/Clinics;Artistic performances/exhibits,Course-integrated,
FFA_178,FFA,Studio Arts,Art Studio,Undergraduate,Bachelor,ARTX,480,Advanced Integrated Studio in Contemporary Art Practices,Studio course,Hands-on workshops;Laboratory/Clinics;Artistic performances/exhibits,Course-integrated,
FFA_660,FFA,Studio Arts,Studio Arts,Undergraduate,Bachelor,ARTX,201,Introduction to Contemporary Art Practices,Studio course,Hands-on workshops;Laboratory/Clinics;Artistic performances/exhibits,Course-integrated,
FFA_661,FFA,Studio Arts,Studio Arts,Undergraduate,Bachelor,ARTX,490,Independent Study,This course provides a limited number of students the opportunity to pursue advanced studies in a specific interdisciplinary project under the supervision of a full‑time ARTX faculty member.,Artistic performances/exhibits;Laboratory/Clinics;Practica,Course-integrated,
FFA_662,FFA,Studio Arts,Studio Arts,Undergraduate,Bachelor,ARTX,491,Independent Study II,This course provides a limited number of students the opportunity to pursue advanced studies in a specific interdisciplinary project under the supervision of a full‑time ARTX faculty member.,Artistic performances/exhibits;Laboratory/Clinics;Practica,Course-integrated,
FFA_663,FFA,Studio Arts,Studio Arts,Undergraduate,Bachelor,ARTX,492,Independent Study II,This course provides a limited number of students the opportunity to pursue advanced studies in a specific interdisciplinary project under the supervision of a full‑time ARTX faculty member. ,Artistic performances/exhibits;Laboratory/Clinics;Practica,Course-integrated,
FFA_677,FFA,Studio Arts,Studio Arts,Undergraduate,Bachelor,ARTT,470,Professional Internship,Students wishing to work in an internship capacity within an artistic/cultural environment may apply for academic credit.,Artistic performances/exhibits,Course-integrated;Work-integrated;Community-based,
FFA_678,FFA,Studio Arts,Studio Arts,Undergraduate,Bachelor,ARTT,471,Professional Internship I ,Students wishing to work in an internship capacity within an artistic/cultural environment may apply for academic credit.,Artistic performances/exhibits,Course-integrated;Work-integrated;Community-based,
FFA_679,FFA,Studio Arts,Studio Arts,Undergraduate,Bachelor,ARTT,472,Professional Internship II,Students wishing to work in an internship capacity within an artistic/cultural environment may apply for academic credit.,Artistic performances/exhibits,Course-integrated;Work-integrated;Community-based,
FFA_563,FFA,Theatre,Acting for the Theatre,Undergraduate,Bachelor,ACTT ,209,The Engaged Theatre Artist,Combines theoretical readings and practical explorations relating to diverse perspectives on an artist’s role in society,Case studies,Course-integrated,
FFA_564,FFA,Theatre,Acting for the Theatre,Undergraduate,Bachelor,ACTT ,210,Scene Study l,"Emphasis on movement, voice, and text interpretation",Laboratory/Clinics;Case studies;,Course-integrated,
FFA_565,FFA,Theatre,Acting for the Theatre,Undergraduate,Bachelor,ACTT ,211,Voice and Movement for the Stage l,"Cultivates the expressive potential of the actor’s instrument: the body, voice, and imagination",Laboratory/Clinics,Course-integrated,
FFA_569,FFA,Theatre,Acting for the Theatre,Undergraduate,Bachelor,ACTT ,331,Scene Study ll,Course focus on non‑realistic genres ,Laboratory/Clinics,Course-integrated,
FFA_561,FFA,Theatre ,Acting for the Theatre,Undergraduate,Bachelor,ACTT,201,Introduction to Acting,Development of imagination and physical expression,Artistic performances/exhibits,Course-integrated,
FFA_562,FFA,Theatre,Acting for the Theatre,Undergraduate,Bachelor,ACTT,202,Introduction to Acting ll,"Development of skills pertaining to language, character, and text",Artistic performances/exhibits,Course-integrated,
FFA_566,FFA,Theatre,Acting for the Theatre,Undergraduate,Bachelor,ACTT,231,Ensembles l,Preparation for theatrical presentation with emphasis on the co‑operative nature of theatre,Artistic performances/exhibits,Course-integrated,
FFA_567,FFA,Theatre,Acting for the Theatre,Undergraduate,Bachelor,ACTT,321,Movement for the Stage ll,Various movement-based ensemble performance techniques and methods,Artistic performances/exhibits,Course-integrated,
FFA_568,FFA,Theatre,Acting for the Theatre,Undergraduate,Bachelor,ACTT,325,Voice for the Stage ll,"Course emphasizes embodiment, self‑awareness",Artistic performances/exhibits,Course-integrated,
FFA_570,FFA,Theatre,Acting for the Theatre,Undergraduate,Bachelor,ACTT,332,Improvisation,Introduction to improvisation as a method of creation for the stage,Artistic performances/exhibits;Games/Role-playing,Course-integrated,
FFA_571,FFA,Theatre,Acting for the Theatre,Undergraduate,Bachelor,ACTT,355,Voice for the Stage lll,Thorough introduction to a particular voice‑based performance technique,Artistic performances/exhibits;Games/Role-playing,Course-integrated,
FFA_572,FFA,Theatre,Acting for the Theatre,Undergraduate,Bachelor,ACTT,358,Movement for the Stage lll,Course deepens student learning in a particular movement-based performance technique,Artistic performances/exhibits;Games/Role-playing,Course-integrated,
FFA_573,FFA,Theatre,Acting for the Theatre,Undergraduate,Bachelor,ACTT,360,Ensembles ll,Course focuses on skill development and performance of a particular theatrical genre,Artistic performances/exhibits;Games/Role-playing,Course-integrated,
FFA_574,FFA,Theatre,Acting for the Theatre,Undergraduate,Bachelor,ACTT,362,Laban for the Actor,Using Laban’s effort actions to investigate movement and space ,Artistic performances/exhibits;Games/Role-playing,Course-integrated,
FFA_575,FFA,Theatre,Acting for the Theatre,Undergraduate,Bachelor,ACTT,370,Clown for the Actor,Course focuses on the development of clown characters and situations,Artistic performances/exhibits;Games/Role-playing,Course-integrated,
FFA_576,FFA,Theatre,Acting for the Theatre,Undergraduate,Bachelor,ACTT,372,Stage Combat,Course focuses on the development of unarmed and armed stage combat ,Artistic performances/exhibits;Games/Role-playing,Course-integrated,
FFA_577,FFA,Theatre,Acting for the Theatre,Undergraduate,Bachelor,ACTT,398,Special Topics in Acting,Provides opportunities for studies in selected styles or modes of theatre performance,Artistic performances/exhibits,Course-integrated,
FFA_578,FFA,Theatre,Acting for the Theatre,Undergraduate,Bachelor,ACTT,399,Special Topics in Acting,Provides opportunities for studies in selected styles or modes of theatre performance,Artistic performances/exhibits,Course-integrated,
FFA_579,FFA,Theatre,Acting for the Theatre,Undergraduate,Bachelor,ACTT,432,Rasa Boxes,Course provides an intensive introduction to the performance of emotion,Artistic performances/exhibits;Games/Role-playing,Course-integrated,
FFA_580,FFA,Theatre,Acting for the Theatre,Undergraduate,Bachelor,ACTT,435,Creation Project,Course offers supervised application of theatrical skills,Artistic performances/exhibits;Capstone project,Course-integrated,
FFA_581,FFA,Theatre,Acting for the Theatre,Undergraduate,Bachelor,ACTT,436,One Act Project,Public production of a one-act text from the worldwide body of dramatic literature,Artistic performances/exhibits;Capstone project,Course-integrated,
FFA_582,FFA,Theatre,Acting for the Theatre,Undergraduate,Bachelor,ACTT,440,Supervised Acting Performance Project,Work in self‑selected teams to develop short projects,Artistic performances/exhibits;Capstone project,Course-integrated,
FFA_583,FFA,Theatre,Acting for the Theatre,Undergraduate,Bachelor,ACTT,450,Advanced Acting Studio,Provides advanced students with the opportunity to apply their skills to text study and character development,Capstone project;Artistic performances/exhibits,Course-integrated,
FFA_584,FFA,Theatre,Acting for the Theatre,Undergraduate,Bachelor,ACTT,455,Voice for Stage lV,"Advanced exploration of a particular voice‑based performance technique, method, or approach",Capstone project;Artistic performances/exhibits;Games/Role-playing,Course-integrated,
FFA_585,FFA,Theatre,Acting for the Theatre,Undergraduate,Bachelor,ACTT,458,Movement for Stage lV,"Exploration of a particular movement‑based performance technique, method, or approach",Artistic performances/exhibits;Games/Role-playing;Capstone project,Course-integrated,
FFA_586,FFA,Theatre,Acting for the Theatre,Undergraduate,Bachelor,ACTT,460,Classical Text Project,Production of an iconic text from the worldwide body of dramatic literature,Capstone project,Course-integrated,
FFA_587,FFA,Theatre,Acting for the Theatre,Undergraduate,Bachelor,ACTT,465,The Actor's Profession,"Development of audition technique, on camera technique, interview skills, and other career-oriented skills",Artistic performances/exhibits;Games/Role-playing,Course-integrated,
FFA_588,FFA,Theatre,Acting for the Theatre,Undergraduate,Bachelor,ACTT,480,Designing an Acting Workshop,"Opportunity to design a course framework under the guidance of the instructor that includes curriculum, implementation, and assessment for students",Hands-on workshops,Course-integrated,
FFA_589,FFA,Theatre,Acting for the Theatre,Undergraduate,Bachelor,ACTT,481,Conducting Acting Workshop,"Conducting an acting workshop: active observation, instructional strategies to deliver the curriculum, and assessment",Hands-on workshops;Artistic performances/exhibits;Games/Role-playing,Course-integrated,
FFA_590,FFA,Theatre,Acting for the Theatre,Undergraduate,Bachelor,ACTT,498,Special Topics in Acting,Provides opportunities for studies in selected styles or modes of theatre performance,Games/Role-playing;Artistic performances/exhibits,Course-integrated,
FFA_591,FFA,Theatre,Acting for the Theatre,Undergraduate,Bachelor,ACTT,499,Special Topics in Acting,Provides opportunities for studies in selected styles or modes of theatre performance,Games/Role-playing;Artistic performances/exhibits,Course-integrated,
FFA_450,FFA,Mel Hoppenheim School of Cinema,Any program,Undergraduate,Bachelor,,450,SYNOPTIQUE,Student-run journal,Real-world project/assignment;Artistic performances/exhibits,Course-integrated;Research-based;Student life,
FFA_468,FFA,Creative Arts Therapies,Music Therapy,Undergraduate,Bachelor,,468,PERFORM Centre Internship,Internship,Capstone project,Course-integrated;Work-integrated;,
FFA_475,FFA,Mel Hoppenheim School of Cinema,Film Studies,Undergraduate,Bachelor,,475,Field Trip to Italy,Field trip to Italy sponsored by GemLab,Capstone project,Course-integrated;Community-based;International,
FFA_476,FFA,Music,Any program,Undergraduate,Bachelor,,476,Fine Arts in Colombia,"Self-proposed research-creation projects and experience the city of Manizales, Colombia",Capstone project;Artistic performances/exhibits,Course-integrated;Research-based;International,
FFA_480,FFA,Theatre,Any program,Undergraduate,Bachelor,,480,Concordia Theatre Students in Germany,Summer exchange program in Germany,Capstone project;Artistic performances/exhibits,Course-integrated;International;,
FFA_484,FFA,Any department,Any program,Undergraduate,Bachelor,,484,Fine Arts Student Alliance (FASA),"Umbrella organization for all fine art clubs and student run galleries such as Art Matters, Café X, the Fine Arts Reading Room and the VAV Gallery",Artistic performances/exhibits;Real-world project/assignment;Capstone project,Course-integrated;Community-based;Student life,
FFA_485,FFA,Any department,Any program,Undergraduate,Bachelor,,485,Yiara,"Annual print magazine, organize an exhibition of the featured artworks",Artistic performances/exhibits;Real-world project/assignment,Course-integrated;Community-based;Student life,
FFA_486,FFA,Any department,Any program,Undergraduate,Bachelor,,386,VAV Gallery,"Student-Run exhibition space to host special events and projects throughout the year like workshops, lectures, panel discussions, the Art Matters festival and the Annual Graduating Students’ Exhibition.",Artistic performances/exhibits;Real-world project/assignment,Course-integrated;Community-based;Student life,
FFA_508,FFA,Music,Electroacoustic Studies,Undergraduate,Bachelor,,508,Concordia Laptop Orchestra (CLOrk),"Composition, improvisation public performance",Artistic performances/exhibits,Course-integrated;Community-based;Student life,
FFA_524,FFA,Theatre,Any program,Undergraduate,Bachelor,,524,Autodidacts Community Theatre (ACT),"Provide opportunity to engage in the art of theatre, regardless of experience, while forging bonds with other students and fostering a sense of community through this collective engagement",Artistic performances/exhibits,Course-integrated;Community-based;Student life,
FFA_0525,FFA,Studio Arts,,Undergraduate,Bachelor,SCUL,451,INDEPENDENT STUDY I,,,Course-integrated,
FFA_0526,FFA,Studio Arts,,Undergraduate,Bachelor,PHOT,201,INTRO TO COLOUR PHOTOGRAPHY,,,Course-integrated,
FFA_0527,FFA,Music,,Undergraduate,Bachelor,MUSI,201,INTRODUCTION TO MUSIC FUNDAMEN,,,Course-integrated,
FFA_0528,FFA,Music,,Undergraduate,Bachelor,MPER,451,PRIVATE STUDY V,,,Course-integrated,
FFA_0529,FFA,Music,,Undergraduate,Bachelor,MHIS,203,MUSIC HISTORY TO 1800,,,Course-integrated,
FFA_0530,FFA,Music,,Undergraduate,Bachelor,JPER,451,JAZZ PRIVATE STUDY V,,Laboratory/Clinics;Hands-on workshops,Course-integrated,
FFA_0531,FFA,Mel Hoppenheim School of Cinema,,Undergraduate,Bachelor,FMST,203,FILM HISTORY III,,Laboratory/Clinics;Hands-on workshops,Course-integrated,
FFA_0532,FFA,Mel Hoppenheim School of Cinema,,Undergraduate,Bachelor,FMST,202,FILM HISTORY II,,Laboratory/Clinics,Course-integrated,
FFA_0533,FFA,Mel Hoppenheim School of Cinema,,Undergraduate,Bachelor,FMST,201,FILM HISTORY I,,Laboratory/Clinics,Course-integrated,
FFA_0534,FFA,Mel Hoppenheim School of Cinema,,Undergraduate,Bachelor,FMST,204,APPROACHES TO FILM STUDIES I,,Laboratory/Clinics,Course-integrated,
FFA_0535,FFA,Mel Hoppenheim School of Cinema,,Undergraduate,Bachelor,FMPR,451,ADV. PROJECT INTERNSHIP I,,Practica,Course-integrated;Work-integrated;,
FFA_0536,FFA,Mel Hoppenheim School of Cinema,,Undergraduate,Bachelor,FMAN,203,INTRO. TO ANIMATION I,,Laboratory/Clinics;Hands-on workshops,Course-integrated,
FFA_0537,FFA,Studio Arts,,Undergraduate,Bachelor,FBRS,451,INDEPENDENT STUDY I,,Practica,Course-integrated;Research-based;,
GCS_20,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,BLDG,6071,Wind Engineering and Building Aerodynamics,A case study or a project is required,,Course-integrated,https://www.concordia.ca/ginacody/engineering-in-society/programs/undergraduate-courses/honours-research-project.html
GCS_21,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,BLDG,6111,Computer-Aided Building Operation,A project is required,,Course-integrated,https://www.concordia.ca/ginacody/info-systems-eng/research/labs/computer-security-laboratory.html
GCS_22,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,BLDG,6151,Database Applications in Building and Civil Engineering,A project is required,,Course-integrated,https://www.concordia.ca/ginacody/mechanical-industrial-aerospace-eng/research/automated-fiber-placement-lab.html
GCS_23,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,BLDG,6221,Design of Computer-Aided Systems in Building and Civil Engineering,Project on implementation of a small scale computer-aided engineering system,,Course-integrated,https://www.concordia.ca/ginacody/mechanical-industrial-aerospace-eng/research/composites-testing-and-characterization-lab.html
GCS_24,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,BLDG,6231,Applications of Artificial Intelligence in Building and Civil Engineering,A project is required,,Course-integrated,https://www.concordia.ca/research/composites/facilities.html
GCS_25,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,BLDG,6241,Building Information Modelling in Construction,A project is required,,Course-integrated,https://www.concordia.ca/research/zero-energy-building/facilities/labs-equipment.html
GCS_26,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,BLDG,6561,Building Economics I,A project is required,,Course-integrated,https://www.concordia.ca/research/zero-energy-building/facilities/labs-equipment.html
GCS_27,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,BLDG,6571,Project Management,A project is required,,Course-integrated,http://www.concordiasae.ca/
GCS_28,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,BLDG,6581,Decision Analysis,A project is required,,Course-integrated,http://www.poullis.org/games/
GCS_29,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,BLDG,6591,Computer-Aided Building Design,A project is required,,Course-integrated,http://www.spaceconcordia.ca/
GCS_30,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,BLDG,6601,Building Enclosure,A project is required,,Course-integrated,http://www.uavconcordia.ca/
GCS_31,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,BLDG,6611,Building Science,A case study or a project is required,,Course-integrated,https://cubes.ecaconcordia.ca/
GCS_32,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,BLDG,6621,Modern Building Materials,A project is required,,Course-integrated,https://ecaconcordia.ca/
GCS_33,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,BLDG,6641,Industrialized Building,A case study & a project,,Course-integrated,https://ecaconcordia.ca/societies/enggames
GCS_34,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,BLDG,6651,Fire and Smoke Control in Buildings,A project is required,,Course-integrated,https://madiba.encs.concordia.ca/
GCS_35,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,BLDG,6661,Hygrothermal Performance of the Building Envelope,A project is required,,Course-integrated,https://montreal.ubisoft.com/en/game-lab-competition/
GCS_36,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,BLDG,6701,Building Environment,2 projects,,Course-integrated,https://users.encs.concordia.ca/~design/
GCS_37,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,BLDG,6711,Mechanical Systems in Building,A project is required,,Course-integrated,https://users.encs.concordia.ca/~dolat/
GCS_38,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,BLDG,6721,Building Acoustics,Case studies and a project are required,,Course-integrated,https://users.encs.concordia.ca/~dolat/
GCS_39,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,BLDG,6731,Building Illumination,A project is required,,Course-integrated,https://users.encs.concordia.ca/~mpackir/
GCS_40,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,BLDG,6741,HVAC Control Systems,A project is required,,Course-integrated,https://users.encs.concordia.ca/~tse/
GCS_41,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,BLDG,6751,Indoor Air Quality and Ventilation,A case study or project,,Course-integrated,https://www.casi.ca/others/branches/concordia-university-branch/
GCS_42,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,BLDG,6761,Intelligent Buildings,A project is required,,Course-integrated,https://www.concordia.ca/content/dam/ginacody/miae/docs/ta/Ugrad_Lab_Projects.doc
GCS_43,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,BLDG,6781,Energy Management in Buildings,A case study & project,,Course-integrated,https://www.concordia.ca/ginacody/building-civil-environmental-eng/research/construction-engineering-management.html
GCS_44,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,BLDG,6791,Thermal Building Simulation,A project is required,,Course-integrated,https://www.concordia.ca/ginacody/mechanical-industrial-aerospace-eng/research/electrochemical-green-eng.html
GCS_45,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,BLDG,6801,Construction Planning and Control,A case study & project,,Course-integrated,https://www.concordia.ca/ginacody/programs/summer-camps/girlset.html
GCS_46,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,BLDG,6851,Project Cost Estimating,A project is required,,Course-integrated,https://www.concordia.ca/ginacody/programs/summer-camps/science-engineering-camp.html
GCS_47,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,BLDG,6861,Simulations and Design of Construction Operations,A project is required,,Course-integrated,https://www.concordia.ca/research/composites/facilities.html
GCS_48,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,BLDG,6951,Solar Building Modelling and Design,A project is required,,Course-integrated,https://www.concordia.ca/research/water-energy.html
GCS_49,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,BLDG,7401,Dispersion of Building Exhaust,A case study or project is required,,Course-integrated,https://www.concordia.ca/research/zero-energy-building/facilities/labs-equipment.html
GCS_50,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,BLDG,7511,Integrated Building Design,A project is required,,Course-integrated,https://www.concordia.ca/research/zero-energy-building/facilities/labs-equipment.html
GCS_51,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,BLDG,7521,Advanced Computer-Aided Building Design,A project is required,,Course-integrated,https://www.daad.de/rise/en/
GCS_52,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,BLDG,7601,Durability of Building Materials,A case study & project,,Course-integrated,https://www.engcomm.ca/about-us/
GCS_53,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,BLDG,7811,Project Acquisition and Control,A project is required,,Course-integrated,https://www.facebook.com/ewbconu/
GCS_54,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,BLDG,7831,Building Economics II,A project is required,,Course-integrated,https://www.facebook.com/groups/6346382844/about/
GCS_55,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,BLDG,7841,Information Technology Applications in Construction,A project is required,,Course-integrated,https://www.facebook.com/groups/scsconcordia/about/
GCS_56,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,BLDG,7861,Business Practices in Construction,A project is required,,Course-integrated,
GCS_57,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,BLDG,7871,Construction Equipment Management,A project is required,,Course-integrated,
FFA_0538,FFA,Studio Arts,,Undergraduate,Bachelor,FBRS,201,INTRO TO FBRS&MATERIAL PRACT,,Laboratory/Clinics;Artistic performances/exhibits;Hands-on workshops,Course-integrated,
FFA_0539,FFA,Music,,Undergraduate,Bachelor,EAST,203,DIGITAL AUDIO EDITING,,Hands-on workshops;Laboratory/Clinics,Course-integrated,
FFA_0540,FFA,Music,,Undergraduate,Bachelor,EAST,451,ADVANCED RECORDING I,,Laboratory/Clinics;Artistic performances/exhibits,Course-integrated,
FFA_0541,FFA,Theatre ,,Undergraduate,Bachelor,DFTT,451,ADV. PUBLIC PERF. DESIGN,,Practica;Artistic performances/exhibits,Course-integrated,
FFA_0542,FFA,Studio Arts,,Undergraduate,Bachelor,CERA,451,INDEPENDENT STUDY I,,Practica;Hands-on workshops,Course-integrated,
FFA_0543,FFA,Design and Computation Arts,,Undergraduate,Bachelor,CART,451,NETWORKED MEDIA STUDIO,,Laboratory/Clinics,Course-integrated,
FFA_0544,FFA,Art Education,,Undergraduate,Bachelor,ARTE,201,ART IN EARLY CHILDHOOD I,,Hands-on workshops;Games/Role-playing,Course-integrated,
FFA_0545,FFA,Theatre ,,Undergraduate,Bachelor,ACTT,201,INTRODUCTION TO ACTING I,,Hands-on workshops;Games/Role-playing,Course-integrated,
FFA_0546,FFA,Theatre ,,Undergraduate,Bachelor,ACTT,202,INTRODUCTION TO ACTING II,,Hands-on workshops,Course-integrated,
GCS_170,GCS,Computer Science and Software Engineering (CSSE),Software Engineering,Undergraduate,Bachelor,SOEN,228,System Hardware,Laboratory: 24 hours total,Laboratory/clinics,Course-integrated,
GCS_171,GCS,Computer Science and Software Engineering (CSSE),Software Engineering,Undergraduate,Bachelor,SOEN,341,Software Process,Group project,Laboratory/clinics;Case studies,Course-integrated,
GCS_172,GCS,Computer Science and Software Engineering (CSSE),Software Engineering,Undergraduate,Bachelor,SOEN,385,Control Systems and Applications,A project is required,Laboratory/clinics;Simulations,Course-integrated,
GCS_173,GCS,Computer Science and Software Engineering (CSSE),Software Engineering,Undergraduate,Bachelor,SOEN,390,Software Engineering Team Design Project,"mini-capstone, group project, Laboratory: 36 hours total",Laboratory/clinics;Capstone project,Course-integrated,
GCS_174,GCS,Computer Science and Software Engineering (CSSE),"Software Engineering, Computer Science",Undergraduate,Bachelor,SOEN,422,Embedded Systems and Software,"Laboratory: 24 hours total, project",Laboratory/clinics,Course-integrated,
GCS_72,GCS,"Building, Civil and Environmental Engineering (BCEE)",Civil Engineering,Graduate,Master,CIVI,6001,Advanced Reinforced Concrete,A project is required,,Course-integrated,
